siteNum=50
demandLowerBound=0
demandUpperBound=1000
fixedCostLowerBound=500
fixedCostUpperBound=1500
coordinateLowerBound=0
coordinateUpperBound=1
facilityFailProbility=0.05
Coordinate: index, x, y
0,0.8256427618198103,0.8564036160699573
1,0.17413103692449527,0.6230163583868732
2,0.716380818440127,0.724229887207193
3,0.5838280759416498,0.5996706748401308
4,0.9613596306828716,0.6736565069074228
5,0.6699252670716774,0.17580211529572876
6,0.8996088528737335,0.6394731133983342
7,0.26819124469233313,0.980276294611187
8,0.8015225972422968,0.561379446527527
9,0.5603042426203456,0.6102746420660782
10,0.9430205605784324,0.2894913062061184
11,0.688911971091965,0.8831921465773672
12,0.18505357123891664,0.7345707917673887
13,0.2679815261498738,0.8858293052258468
14,0.7122808162249662,0.4526273593607406
15,0.7113940287204495,0.9170041307236562
16,0.5422519523216422,0.29337995298846176
17,0.9642367487453822,0.5953659129893204
18,0.7688001049049982,0.4212980683092751
19,0.5392689837103191,0.46493436656858456
20,0.6056883789498472,0.45261896585425665
21,0.6373415857748888,0.9841733916186233
22,0.3655047415542271,0.2395751874598645
23,0.3506854236725623,0.7481679795752277
24,0.380962134513276,0.405388393866278
25,0.5341429187513482,0.8396765567330876
26,0.8459391213088442,0.4468424378026157
27,0.3566997661174207,0.18486564746700318
28,0.37652474138691205,0.8518779302980899
29,0.4276052974339192,0.7755482115049178
30,0.9334151664981493,0.1769469567374239
31,0.048462761096919826,0.3652384939791333
32,0.036121897795802216,0.13068101500962936
33,0.31361650468441427,0.7493559683925919
34,0.7246634276691155,0.17589485244410086
35,0.4395059365959052,0.09211313151659961
36,0.42550679321032203,0.30377812068014254
37,0.2533732212332753,0.44326670918400624
38,0.724205721550763,0.3341703716557034
39,0.3094594737511198,0.9610017378845216
40,0.9221956144190164,0.48979800550342023
41,0.12529434669486283,0.15131597806973163
42,0.45372631065252267,0.297279592096959
43,0.5670907531301586,0.9038577100758275
44,0.17615081859679438,0.07167659238448398
45,0.9790663016659159,0.0049552203591527455
46,0.7329214369202429,0.3283638057587803
47,0.26097947271321753,0.08812910596525791
48,0.9292623002275685,0.04206746814868323
49,0.7059049123412359,0.8957677402427547
Demand:index, demand
0,923
1,129
2,844
3,313
4,155
5,419
6,417
7,117
8,881
9,83
10,981
11,808
12,814
13,667
14,462
15,514
16,744
17,890
18,887
19,167
20,714
21,455
22,549
23,956
24,589
25,752
26,53
27,229
28,35
29,294
30,276
31,53
32,322
33,569
34,996
35,80
36,398
37,844
38,750
39,234
40,855
41,218
42,845
43,89
44,802
45,427
46,384
47,238
48,300
49,149
Fixcost:index, fixedCost
0,1078
1,1334
2,1376
3,676
4,828
5,762
6,1456
7,1125
8,1219
9,1252
10,1100
11,693
12,507
13,1406
14,1469
15,1114
16,1479
17,529
18,616
19,736
20,1452
21,1103
22,1236
23,818
24,618
25,720
26,701
27,749
28,1356
29,1305
30,717
31,1130
32,542
33,824
34,841
35,1407
36,668
37,1298
38,1083
39,1207
40,1266
41,521
42,1009
43,1222
44,1314
45,1205
46,607
47,1358
48,738
49,1278
TransCost:start_index, end_index, transCost
0,1,0.6920528446042968
0,2,0.17148780385961174
0,3,0.35268420069358225
0,4,0.2276303459586543
0,5,0.6981878980810016
0,6,0.22919386033478364
0,7,0.5710487145915879
0,8,0.29600851837987197
0,9,0.36191711981497493
0,10,0.5789361922669655
0,11,0.13933030718335573
0,12,0.6520718888026267
0,13,0.558437037589037
0,14,0.41938788274240313
0,15,0.1293259269872138
0,16,0.6303221367663779
0,17,0.29554860114969306
0,18,0.4388028319613017
0,19,0.4850341370397265
0,20,0.45980645307946916
0,21,0.2275575717124285
0,22,0.7695481193762522
0,23,0.4871338892618112
0,24,0.6333684480309759
0,25,0.291979370886022
0,26,0.4100637766887503
0,27,0.8190670158745947
0,28,0.4491408221362994
0,29,0.40616673854726926
0,30,0.6879507563201585
0,31,0.9193758375561792
0,32,1.0723882172137962
0,33,0.5230966324393038
0,34,0.687960030304893
0,35,0.856295271838402
0,36,0.6822783387517821
0,37,0.7058147993024905
0,38,0.5319934536345181
0,39,0.5266744288158854
0,40,0.3791070126546164
0,41,0.9937990137994519
0,42,0.6715217947562294
0,43,0.26287075195877485
0,44,1.0186443373493375
0,45,0.8651607672204122
0,46,0.5361187231990643
0,47,0.9534622975982278
0,48,0.8209021686846101
0,49,0.12604240107854647
1,0,0.6920528446042968
1,2,0.5516149055002159
1,3,0.41036165113188694
1,4,0.7888556797494546
1,5,0.6676919183806422
1,6,0.7256644446436549
1,7,0.36943468261159457
1,8,0.6304119913687892
1,9,0.3863833538497863
1,10,0.8381110069775682
1,11,0.5767935947484834
1,12,0.11208788231873054
1,13,0.27906730255267825
1,14,0.5644799340545888
1,15,0.6124380235069372
1,16,0.4941388146227933
1,17,0.7905893896218653
1,18,0.6279502917943665
1,19,0.39788897486636216
1,20,0.46397953708962336
1,21,0.5873656571668471
1,22,0.42854524426900753
1,23,0.2164125222025274
1,24,0.30023496443811665
1,25,0.4201787674358771
1,26,0.6945238315120632
1,27,0.47466555210875294
1,28,0.30551731653654773
1,29,0.29582962487963244
1,30,0.880619271030517
1,31,0.2867785607887917
1,32,0.5113126370640878
1,33,0.18819642072207562
1,34,0.7092274348440842
1,35,0.5935335489059401
1,36,0.40632846720648363
1,37,0.19644149297584865
1,38,0.6213003804259185
1,39,0.3640712877557184
1,40,0.7598340224332132
1,41,0.4742217530901773
